tweet,hatespeech
USER USER Cornão não 😭,1
Meu ódio pelo PT só aumenta...,1
"""manda ft de agr"" é o carai são duas hrs da madrugada mlk se orienta",1
cólica lixo cólica disband cólica feia colica horrorosa cólica insuportável,1
USER a propaganda tá horrível por ter crianças sabendo de sexualidade,1
"Humildade é algo que vcs necessitam urgentemente assimilar e colocar em pratica. Qdo se ganha um presente no mínimo se agradece, simplesmente ignoraram. USER perdeu a oportunidade de se redimir e pedir perdão a sociedade e diretamente as minorias. Que mundo vcs estão vivendo? Lamentavel!! USER! Me mantive assistindo em respeito ao ilustre convidado. Se quiserem sobreviver, terão que amadurecer urgente, contratem um consultor, façam algo, pq a bolha que estão vivendo está equivocada.",1
"O Flow precisa amadurecer e dar um importante passo, caso contrário morrerá como muitos acreditam que já deveria ter acontecido.",1
vocês são umas otarias da merda! não ligam um caralho ao Porto b mas quando o Porto diz que alguma coisa do Porto b é de graça vocês até correm feitas cadelas! nojo de vocês.,1
"UM USER DE SILÊNCIO. 🤣🤣🤣🤣🤣🤣🤣🤣🤣 mano , os cara se seguraram para não rir , USERkkkkkkkk. Ooooô cara bom de conta história esse . Vocês repararam como ele fala da boca da mulher , dor corpo de mulher , dos gestos etc ? USER. Eu acho que esse cara tomou um pau nem por ter sido pego com a mulher do cara , mas por ele ser abusado e debochado . Ele deve ter feito graça por marido da mulher , namoral 🤣🤣🤣🤣. ELA USER USER QUE PODE SATISFAZÊ-LA . 40 minutos , isso tá melhor que o preço da cenoura 🥕",1
na minha cidade tem um cara com uma tatoo com a suástica nazista... o pior ainda que ele é negro... não sei se choro de rir ou chamo ele de encefálico.,1
"USER USER manda ver...este bando de malandros, e o biel é o pior deles",1
USER Vc é fiador do VAGABUNDO que está na presidência desse país tomando banho de mar com o dinheiro do contribuinte ao invés de estar trabalhando pelo bem do povo baiano. HASHTAG,1
Só tem cuzão nessa merda -Adm 2 URL,1
Agradeço aos elogios sobre meu bumbum hahaha URL,1
USER é burro e não quer deixar de ser.,1
"USER USER Las dos caras de que, imbecil ?.",1
rt USER no mas eu to mais feia q o normal,1
3:30 a mina quer pagar de vidente kkkkkk mas é falsa demais,1
pra que q eu acordo pra essa porra de vida,1
USER USER Vai cagar no mato ladrões.,1
"Um helicóptero lixo, desse conglomerado de comunicação lixo tava filmando aqui em Águas USER hoje",1
"USER Fiquei tão abesbilica… a coragem, a falta de noção, a estupidez e a imbecilidade… em meia dúzia de palavras… 🤦🏻‍♀️🙄",1
ESSE IBRA É UM FINAZZI COM RABO DE CAVALO,1
"Meu USER, que horror!!! Envolver crianças nisso é de matar!!!",1
"Não quero nem ver só estou escrevendo , este cara errou e feio , pelo que eu vi na televisão a mulher está com problemas sério de saúde !",1
USER eu te amo mas falar mal de Crepúsculo é sacanagem... grrrr,1
"USER e se eu marcar a polícia militar, será q da merda? KKK",1
A bicha é linda até careca 😍 URL,1
"USER esse povo tem ficar em casa, respeitaa todo mundo sofre por causa desse povooo, que ódio",1
"USER Thais.... Eu sou magra MEU sonho é engordar,pois acho mulher cheinha tão linda., ser magra é muito ruim,tive vergonha quando fui na Praia..",1
"PARABÉNS O'boticario pelo lindo comercial, mostrando o verdadeiro significado do que é o amor independente da escolha sexual, e um recado para os evangélicos vai lavar uma pia de louça seus desocupados não querem vê mais o comercial ou compra os produtos da marca usem AVON ou Contém 1g você são um bando de pessoas sem amor próprio que só se sentem bem tentando acabar com a felicidade alheia deixem as pessoas se amarem espalha o amor, USER falou amar uns aos outros em quanto os gays estão se amando vocês estão espalhando o ódio a inveja... USER",1
"Triste eh ex que acha que eh inesquecível, achando a buceta d mel",1
USER cês fazem de tudo mermo pra defender esse drogado fala bosta kkkkkkk,1
USER a vai toma no cu,1
"USER fala demais, ele acha que pode tudo. Cresça, USER, estude e seja mais íntegro. Chega de droga e bebedeira",1
USER Todo canalha age assim! HASHTAG HASHTAG,1
Tomara que o menino Monark não cometa suicidio depois dessa…,1
"USER USER Tem cara de retardada msm, dificilmente pensa",1
USER É MEU SACO! USER USER USER TEM VIDA SEU PEIDO DO CAPETA!!!!!,1
"A ignorância do monark é oceânica, cheguei aqui por causa da Gabriela, mas, é insuportavel este flow",1
"USER Essa Natália gosta de diminuir os outros , e tá se achando a rainha do quê mesmo ?? Mulherzinha imoral e sem escrúpulos adora fazer de vítima e da showzinho HASHTAG",1
É fascinante como esse cara é burro,1
USER Essa bosta já acabou!,1
"Tudo bem XD Eu entendo o que ele disse, realmente, a história é... falha. To morrendo de rir com esse vídeo e sim, sou fã de Crepúsculo. Mas ainda discordo com essa história do vampiro ser daquele jeito e pronto. Isso é esteriotipar. Vampiros não existem. São ficção. E ficção é algo que permite os autores a serem livres. Aceitar o que ele diz sobre vampiros serem daquele jeito e pronto é impedir escritores de trabalharem a criatividade (mesmo que idiota). USER",1
"Mulher grossa do crlh.. Se ela fala assim com alguém mais doido que ela, ela toma um esporro que nunca viu na vida.. Perturbada.. Não confundam sinceridade com arrogância",1
o melhorrrr muito fodaaaaaaaa,1
"puta que pariu o titulo só pode ser coisa de globolixo mesmo, foi atingido durante ato, explica-se melhor, não esconde os fatos porra, daqui a pouco vão dizer que ele foi atingido por um meteoro só para não denunciar o verme.",1
"EU NÃO AGUENTO MAIS ESSE ALEIJADO SEM UMA PERNA DO CARALHO VAI TOMAR NO CU, O MALUCO NN SABE ANDAR COM A PERNA DIREITA FUDIDO HORRÍVEL URL",1
Todo mundo é bem vindo por ficar no lgbt ? O mal da pessoa ser gay ou trans é q a pessoa quer que tudo saiba q ela É ou quer q todo mundo seja q nem elas,1
"Marica me voy a poner a llorar, cómo así URL",1
RT USER: Mande para um otário que vc ver com camiseta de Mariele. URL,1
Man essa Luiza é retardada KKKKKKKKKKKKK,1
"Esse é o verdadeiro exemplo de propaganda lixo, que ao invés de falar sobre o produto, busca moldar comportamentos. Pura ideologia de gênero, que tantos diziam ser teoria da conspiração, mas que de fato é uma verdade. Lixo puro.",1
Lollapalooza ano que vem fodace,1
"USER merda. Até parece q lésbica é assim feminina. Tudo USER, USER.",1
USER USER Cara Fico impressionada com tamanha imbecilidade,1
"ó nao, ensinarem a uma criança que existem pessoas diferentes da bolha social de merda dos pais dela😭😭 ensinaram uma criança a respeitar alguém e a não ser homofóbico e ignorante igual a mim😭😭😭 como vcs ousam ensinar algo bom a uma criança😭😭😭",1
"por dinheiro nego se traiu, ficou feio🤮",1
Infelizmente a USER e . inútil saidinha pra esses . monstros o pai matar a própria filha e a dor dessa mãe infelizmente a USER não foi feita,1
Ainda falou para o corno que ele colocou a carroça na frente dos bois kkkkkkkkkkkkk,1
"USER USER seu cérebro derreteu por causa da maconha????????? Não pra quem tá defendendo ele, ele não é nazista!! Ele só não sabe se espessar mas!!!! Não deixa de ser cirme olhaas merdas que sairam da boca dele“ ainnnnn mais eu tava bêbado"" sério parça vira homem, vaza da internet o básico, USER!!!! Que você poderia fazer some do YouTube, cê já tem dinheiro pra um cacete “ vou tocar minhas paradas"" irmão tu não consegue nem tocar a sua boca oque vc falou foi a maior merda que eu já tive o desprazer de ouvir....,eu te acompanho desde o Minecraft você praticamente fez a minha infância eu com 22 anos na cara agora tenho nojo de você,USER vc e um perigo ao flow e espero que nunca mais consiga produzir na internet.",1
O povo não sabe ne mentir direito. Cadê o sangue? Tem e vento dentro dele é? E o ser humano é capaz de USERdo mesmo por dinheiro meu Deus. Mulher aceita que USER já perdeu USER pode é criar uma cena digna do Oscar que USER não entra piorou uma cena desse de fundo de quintal.,1
👏🏼👏🏼👏🏼👏🏼isso bota ordem nesse bagulho👏🏼👏🏼👏🏼 😹😹😹😹,0
pensar que depois eu vou me sentir terrivel e mais gordola ainda URL,1
"O cara não expos a mulher nada. Ele tem que meter a real mesmo. Falar a verdade: que a mulher gostou, teve prazer, fez sexo porque quis. Se nao ele pode até ser assassinado aí na rua, acusado falsamente por estupro.",1
Alguém avisa a Jojo q ela não é a dona da casa .....fica só puxando saco da Luiza .....A me poupe....,1
Esse futebol de hoje 'politicamente correto' e 'profissional' não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada,1
USER afs meu voce e USER idiota sinceramente,1
USER USER vc ta me deixando boiola 🥺,1
Nunca consumi por assim como o McDonald's serem péssimos produtos.. mas aqui só vim pra contribuir com meu deslike mesmo.. 😉,1
"Nojo desses qe gostam de lacrar e perdem de lucrar! Adora apelar para as CRIANÇAS, que devem ser CRIANÇAS e nada mais!!",1
"USER USER então USER USER tem q ser expulsa, a USER pegou nas partes íntimas de Lucas sem ele quere e USER USER",1
"fala q ela n esquece, mas tu n foi homem o suficiente p admitir q tava com outra estando cm ela🤣, cabaço do crl",1
"o cara ta sem camiza semi nu deitado com a tua mulher com o piru duro nas costas dela e USER fala que ta feliz ? putaa que o pariooo,manolow essa eu rir",1
"Os dois nao eram casados. Morar junto não é casamento,isso é fornicação !!!! Os dois estavam em pecado mortal, infelizmente. ( o marido e mulher ) USER é sacramento abençoado por Deus, com o corpo de Cristo no altar e deixarmos os prazeres da carne. Poxa, depois a moça vai e diz ao morador de rua que queria te lo. Rezemos pelos 3 por não conhecem a verdade. Essa libertinagem com o corpo , esse mundo pagão que prega que namoro tem que ser com relações sexuais e que podemos fazer isso com qualquer um , esse feminismo, tudo sao coisas que nos levam ao inferno, usar o nome de Deus para caridade e ter relacoes sexuais com outro rapaz, muito triste, nada leva a impureza, imoralidade. As nosssas dores e nossas tristezas sao consequencias do mal uso de nosso livre arbítrio. Que nosso USER tenha misericórdia de nossas almas.",1
Nojento D+ USER Ler A USER USER..👎👎👿😾😾,1
"Muito bonito ver os gremistas pulando, comemorando, de verdade So tenho uma coisa pra dizer Imitando crioulo, hein? Nunca serão sabe por que? Por que voces sao nojentos desde o momento da fundação",1
USER opinião nada.Voce tá criticando corpos alheios em meio a um mar de ignorância,1
"caramba uns dos videos mais engraçados dele,e tem fdp criticando inacreditavel",1
As pessoas que são contra a volta do regime militar tem que se expressar tb a favor dos outros poderes pra que USER veja que os que o apoiam e a minoria da população e isso não vale nada... tenho certeza que a maioria e contra esses atos idiotas dele.. Só pra deixar claro não sou a favor de ninguém e de nehnum político.. USER todos são corruptos mais se tiver apenas um poder no Brasil isso é a volta do regime militar entendam isso.. E não é bom,1
"Quem me conhece tá ligado Tô correndo de laço E vagabundo aí pensando que vai intimidar Dizendo ter peito de aço Mas são tudo cabaço, não vem mandar recado Que o trem bala sou eu",1
USER USER...huaHAUHauhUHAUHu... Ele comeu a folha...hauHAUhuahUHAUHuahu vc tem talento pra CARALHO cara,0
HASHTAG vamo ganhar hj porra,1
caralho eu tô muito linda,0
"De acordo com USER , 99% (!!!) dos afegãos são a FAVOR da Sharia, a absurda lei islâmica! Mas o malvadão é _ URL",1
"ENGRAÇADO, crianca é feita para promover filmes de terror e é exposta a Drogas, USER e USER Com Saúde USER USER USER USER!",1
"RT USER: Homens gays, n se sintam a vontade de passar mão no corpo de uma mulher só por você ser gay 👍🏼 vc continua sendo um assediad…",1
eu quero que todo mundo vá tomar no cu literalmente tudo mundo vá pra puta que pariu,1
USER USER USER Bando de canalhas foraaa bolsonaro e seu bando de vagabundos foraaa,1
vei vai tomar no cu bandeirinha fudido do caralho,1
"Que judiação! Coitado desse marido, a verdadeira vítima dessa história esdrúxula!",1
"Mania das pessoas em usarem ""morena"", ""mulata"" e ""pardo"" para se referir aos pretos. Existem várias tonalidades da raça preta, mas parece q tem vergonha de se assumir preto e fica usando esses termos ridículos. Preto é preto, não importa se vc é mais escuro ou claro. É preto.",1
a fode logo agr mano tmnc KKKKKKKKKK qui raiva,1
"Ele foi burro, e apenas está pagando o preço por isso.",1
"Só uma perguntinha.. se o USER é tão ruim assim, pq os outros podcast estão no Flow (uma empresa do USER) ??? Hipocrisia que se fala",1
A USER e a USER ainda não aprenderam que não se deve tocar em um homem temente a Deus.?????? Quanto mais a esquerda e a USER batem no USER.....Mais o USER tem o apoio do povo. Ou seja é o desespero da esquerda. USER da Pátria..... do USER e do povo brasileiro.,1
UUSERR UUSERR USER USER DE USER INCONUSERQUENUSER FOI SO USER USER NADA USER USER USER É USER USER LIGUE PRA ESUSERS USER INÚUSERIS TIRE USER USER USER USER USER USER..USER USER USER USER,1
USER USER king seus gay,1
USER USER falso vocês São posta USER merda,1
"Tá se enrolando mais ainda.. se olha no espelho cara.. se o nazismo tivesse poder ainda hoje. Você sofreria a mesma opressão que os judeus sofreram, pelas suas características física. Por que esse era o julgamento para sofrer nas mãos dos injustos. USER.... você fala que uma política de opressão é covardia deve ter voz na sociedade? O mundo não precisa do nazismo. E sim de política igualitária! Onde o nazismo era a favor da igualdade? Liberte-se!",1
E aqui vemos o motivo do Brasil estar pior que a China,1
porra tenho que ir na tiradentes hj sfd 🤦,1
Mulher grossa afff desbocada,1
Ao invés dele se candidatar poderia ser ginicolgista .conta detalhes dessa história suja.,1
"A internet deixou o mundo mais burro é óbvio que essa é uma perseguição....querem anular tudo que faça oposição de pensamento ,confundindo o povo de uma forma absurda !!!!",1
"USER seus merdas! Conseguimos virar! Boticário, meu <3 pra vocês!",1
Bando de demônios !!! 🤨😢😠😠😠😠😠,1
Queria viver de sentar no pau e incorporar Maria Padilha das Almas o resto fodace sabe,1
"Espero que o USER sirva de exemplo pra todos os brasileiros que a todo momento banalizam o USER chamando até o vizinho de NAZISTA! Eu sempre falei isso aos meus amigos, mas nunca fui ouvida!!!! USER DE BANALIZAR O USER! USER DE CHAMAR QUALQUER IDIOTA DE NAZISTA! USER é nazista! O 🇧🇷 e mundo não podem banalizar isto!",1
"Mais de 750 corpos de crianças encontrados em Vala, Canadá, mortas pela igreja católica junto com o sistema político. Motivo? Simplesmente eram indígenas. Toda criança nasce inocente, o que define a mente delas são a espelhação dos pais . Ensine as crianças respeito, igualdade e a defender o próximo, não precisa ser para respeitar , brincar amigo? Sim ! Igual a todas as crianças estrupada dentro de casa ? Ou crianças mortas ? Crianças migrantes? Crianças abandonadas ? , Me mostra aonde é esse teu mundo aí , aonde as crianças podem brincar em paz , USER tá defendendo uma causa errada parceiro ! VoUSER não sabe oq a falta de amor causa . Ensinarei ao meu filho respeitar pessoas não ideologias de gênero, raça,cultura ,ou cor . Deprimente é ter que fazer algo do tipo, para pessoas deprimentes como voUSERs, que não tolera uma pessoa diferente desse padrão social podre de voUSERs. By: Loh",1
QUem é USER USER fala oq é amor ou não? pq é facil digitar e tals Mais se USER tive o minino de bom senso respeito sla USER será USER Não me supreende o aumento de violencia No Brasil Nem precisa ser lgbt só Olhar por ae no sbt USER as pessoas cada vez mais sem empatia e mente fechadas USER eu pensava tipo uau O mundo é legal e vamos cuida do meio ambiente cheguei aos 14 e USER vi o podre que a sociedade é,1
Que voz chata kkkkkkk,1
USER USER é USER ao chamar de ridicula pesUSERas que USER nem conhece! e nao vou comentar mais nem discutir com gente que USER acha que a sua opiniao é que conta ! Por isUSER nao precisa me responder porque vou cagar em USER,1
Uma das coisas q eu amo na minha namorada é a franja delaa pqp q franjaa perfeita,1
"Já q tem USERego resmuUSERgaUSERdo aí, eu USER vou falar d USER USER. É bem simples até para os idiotas eUSERteUSERderem. Eu USER quero ver o crescimeUSERto da ageUSERda gayzista USERo país, logo USER vou comprar boticário, isso é um boicote legítimo. N USER tiraUSERdo o seu direito de dar o cú, isso é problema seu. Mas o boicote é válido sim.",1
Uma troca de olhares e pronto fudeu!!!!,1
USER Pero. Como se puede ser tan mentiroso!!!.,1
USER melhor que você você nunca vai ganhar discussões com esse tipo de argumento pífio,1
Vota de novo trouxa,1
Sdds de quando nossa camisa era usada pra isso aq e não pra representar um velho safado fdp URL,1
"USER USER USER Ó Machado, se unhas pintadas te fazem assim tanta impressão tens de perguntar-te a ti próprio se estás seguro da tua heterosexualidade. Sou homem, aparentemente mais que tu porque estou seguro de que umas unhas pintadas não me fazem menos homem, e não sinto vergonha nenhuma.",1
"Eu pensando que tinha escapado do PT, lá vem o USER, a Dilma da direita. Uma anta retardada",1
"USER pra que fazer isso com o cara, não precisava disso mano, o cara não devia ter feito, como pode dar uma facada no bolsonaro, tinha que ser um tiro!!!!!!! Pra ele ver oque vai vira se legalizar o porte de arma rsrs",1
"USER só ta c queimando, com esses surtos, e esse grupo feminista",1
USER Sabemos o calhorda mentiroso que você é.,1
"RT USER: Oscars CANCELS films that don't have enough black, gay and disabled actors URL",1
USER USER tuh tira inde vey olha USER odeiooooooo USER ops crepusculo merda USER USER USER USER fala sobre de kuan USER USER seria legal bllz tai uma ideia....fui me passa teu USER USER USER USER de dar ideias pra fuder esses novos cariinhas de merda q tão defamando USER..,1
"USER!!! Ela não é gordinha, acima do peso etc. Ela está obesa mesma, olha o tamanho da barriga, caí...",1
"RT USER: 🤡 As piadas com a morte da Marielle Franco provam que a direita é desumana. A esquerda é contra a misoginia, o racismo, a…",1
USER USER merUSERa USER USER,1
"USER KKKKKKKKK pelo contrário eu estou com vários argumentos já vc não, criança na Net é fod*",1
"Triste ver o cara jogar o sonho dos outros no lixo por ego, arrogância prepotência e maconha.",1
"Já estou ansiosa para este debate. Quero ver Lula e USER com a cara de pau, tentando rebater Moro.",1
"USER USER USER USER Falando em hipocrisia e em hipócritas servos do demônio, você se filiou ao partido Valdemar Costa Neto? Que você chamou de ser abjeto...?? Você tá com esse ser abjeto? Você se esfrega nesse ser abjeto ou só rebola no colo desse mensaleiro do Lula...?",1
Nerso da caapitinga fazendo escola kkkk,1
USER USER USER USER USER Vá trabalhar inútil .,1
Nao vale nem apena sentir pena desse cara um maluco de 20 poucos anos fala uma merda dessa mano,1
q desgraça véi eu só me meto em furada,1
que série boa pqp merdaaaaaaa,1
"USER E você um lixo humano. Volta pro esgoto, xô!",1
"USER USER dando um apavoro no USER USER 🗣️"" Você psiuu vai fazer sua função que eu falei pra você fazer ontem limpar a porra da piscina e varrer lá fora! Tá no USER? Tá no USER? USER🗣️ ""Não tô no USER não!"" USER🗣️ ""Então eu acho MUITO BOM!"" USER 🗣️""Sabe o que é USER..."" USER🗣️ "" E é isso aí ""USER cabô"" USER virada no satanás 🤣🤣🤣🤣",1
*TEM Q USER QUEM USER USER O USER 😡*,1
USER a HASHTAG USER se for pra falar merda nem comenta crlh por isso que o USER tá do jeito que está.,1
Essa moto é muito fudida velho essa fdp quebrou no meio da ladeira,1
USER !! eu adoreii !! cara se falou tudoo !! bem eu gosto do filme !! mas mesmo assim ... Tem coisas q USER dá para aguentar née !!,1
A nóia e alcool tem parar pelo menos quando tiver uma camera na sua cara ao vivo com um monte de malucos esperando pra te fooder.,1
USER USER Deixa o Dudu lá ... Foda-se essa porcaria de seleção. Já estou puto de convocarem o Weverton,1
"USER USER USER USER Mijair Frouxonaro é o maior frouxo, cagão, afrescalhado, e bunda mole da nossa história política. Está se cagando de medo de Lula, porque sabe que depois da derrota na eleição ele e seus filhos bandidos vão responder na Justiça por seus crimes. URL",1
"O mano ficou fascinado com tamanha fartura po, eu ri demais kkkkkkkkkkkkkkkkkkk",1
"Sempre que um político inventa uma porcaria que vai acabar com a vida dos brasileiros, ""ninguém fala nada"". Políticos e Judiciário ganham 40% de aumento salarial, ""ninguém fala nada"". Aí vem um famosinho que está falando besteira e aí não... vamos parar com tudo. Ficou claro que ele não apoiou o que foi dito. Vejo mais pessoas aproveitando a oportunidade para aparecer e acabar com as carreiras umas das outras neste momento do que realmente se importam em expressar e passar correções.",1
"USER Kakakakakakak agora eu ri viu kakkakakakakak uma bicha feia dessa , se achando a gata. Kakakakakakakakakakak. A Natalia visivelmente tem problemas sérios de demência.",1
O podcast em que o USER menos falou.... (merd(a)),1
USER Santa Maria deve estar entre os municípios mais violentos bicho. Os macho aqui são tudo uns brutamonte escroto,1
"USER USER Notícia divulgada por perfil fake e anônimo. A esquerda e tão calhorda que propaga Fake News sem a menor vergonha. Existe provas sobradas segundo o TRF4, que aumentos a pena dada ao Ladrão. Depois, basta perguntar a Google, o qual o Ladrão nunca ameaçou a processar.",1
USER USER Essa senhora é um oceano de vergonha alheia,1
USER - vão a falência! USER!,1
"aff Lollapalooza melhor rolê, como eu nunca soube disso pqp",1
"USER USER USER USER Então proíbe as grandes indústrias de produzir qualquer coisa, pois são essas que fazem as piores coisas para o meio ambiente, a porra de um cara fazendo temaki no copo não faz o impacto de um celular pra ser produzido, dps descartado na natureza",1
"USER kkkkkkk garota tóxica,tirou isso do fundo do baú",1
O cara é muito prolixo. Fala fala é não diz nada.,1
"tava me arrumando p sair e me deu mo vontade de desmaiar viado, to entendendo nada",1
Você é sinplesmente de mais + mesmo. Esses merdinhas que falam que te odeiam tem inveja de você isso sim. Continue assim. USER arraza. USER.,1
"Meu deus o cara USER ri como se nada tivesse acontecido, como se tivesse matado um cão, essa hora a filha esta no cemitério e eles ai USERrrindo isUSER é a certeza da impunidade desse pais nojente, tenho USER desse brasil USER.",1
"USER USER Eu defendo os gays em sites evangélicos, mas quem tem que ensinar tudo são os pais.Boa jogada do BK, copiou do Boticário 😂😂😂 Respeito os gays,convivi com um,bem que esse gostava de ser bancado por um senhor,não queria trabalhar, e vivia dando chifre no senhor que o bancava. Mas ele começou a ser após ser violentado, tinha jeito de homem, e dizia querer mudar. Mas não se empenhava. Existem casos que se tornaram gays por estupro.",1
"USER eu falei que o mendigo é narcisista,e não vc jamais iria comentar no seu comentário para lhe ofender",1
"Acho que a USER tem razão em chamar atenção do Biel sim pq ele é um folgado, mas a USER é muito barraqueira muito estúpida sai palavrão a cada segundo da boca dela e é muito barraqueira credo... Pra que ser barraqueira desse jeito coisa feia",1
USER USER USER burrao!,1
"RT USER: Para que no siga haciendo el ridículo, o derechamente para q deje de mentir de manera grosera e irresponsable, avísenl…",1
Piroca latejando de tesão Mando pra geral Like = foto da rola HASHTAG HASHTAG HASHTAG HASHTAG,1
Cara cornão né USER,1
USER Torcendo para os atletas oportunistas trans dominarem todos os esportes femininos! Quero ver o bug na cabeça das feminazis e ver se as atletas se rebelam contra esse absurdo!,1
É pedir mto pra ele voltar a falar cmg do nd ?? Mesmo ele nem tendo mais meu número e eu ter sido mto idiota com ele?,1
USER USER tá um nojo kkkkkkkkk,1
"Se cuida Monark e volte logo. Ao contrário dos nazistas eu não quero te exterminar eu como descendente de sefarditas não te desejo nenhuma perseguição. Agora você pode refletir sobre o nazismo, o aborto e tantas outras pautas sensíveis a outras pessoas que você defendeu no seu último Flow. Reflita, refresque sua cabeça e volte logo",1
"Onde está a sensibilidade das pessoas que se deleitam com a desgraça alheia. Neste maldito país agora já se comete atentado político contra um cidadão que aindaé candidato. Não sou partidário dele, portanto, ele é o único candidato que tem projetos no combate à violência. Mesmo ele sendo adversário ferrenho do meu candidato que está preso, estou triste com o ocorrido.",1
"Lixo de comercial, USER",1
"pois é, USER disse para amar o proximo, e não disse para amar o proximo meunos quem é gay :>",1
eu simplesmente deixei tudo escurinho liguei o ar e fodase dormi a tarde todinha,1
"RT USER: En q momento mi hija se volvió tan tóxica que no deja q nadie se me acerqué, a tal nivel q ni mi mamá me pude saludar .…",1
"USER Ridicula, no es momento pa hacer estas weás. Borra eso",1
"RT USER: gara gara fahri ""pak ustad mau nggak sama bunda fahri?"" — jaehyun lokal au URL",1
Seus lixos deixem nossas crianças em paz seus bando de bost@@@,1
USUSERR USUSERR USUSERR USUSERR Se USUSERR Bem USUSERR USUSERR USUSERR USUSERR USUSERR USUSERR USER Uma USER GORDINHA USUSERR USER BALUSERIA COMO DIZUSERM Se USUSERR USER Feliz Continue Assim Que Se USER Os Criticador,1
Eu USER sabia estas cozas são USER USER rebnho de bandido jugando um inocente,1
ainda bem q sou brasileira e pobre nunca irei num fansign presencial do enha pq acabou de passar um video na fy do jungwon q o mlk fez de tudo p sempre manter contato visual 🤣🤣 eu ia explodir de vergonha sai fora diabo,1
"ela quer anarquizar, ela quer barbarizar, ela quer dominar, ela quer ser a bichona, ela quer ser a que não deita, ela quer ser a que peita, ela quer ser a que diz",1
USER A CASA CAIU VAGABUNDO,1
"porra eu só quero ume namoradinhe, é pedir muito ???!",1
USER Gran wikipediada hijos de puta,1
"USER USER USER USER Vai você, putinha do caralho O arthur não vai te comer",1
"Que merda hein, olha que cagada ele foi fazer",1
O miserável é um gênio. USER de alto valor. Eu acredito na versão dele. Esse cara deveria escrever um livro.,0
o cuzao da miley,1
USER Fica mudando a foto o nome é o arroba toda hora filha da puta dps eu n sei quem é vccaraio toma no cu desse porra desse cacete,1
茅 t茫o bom quando voc锚 pede um uber e voc锚 v锚 que 茅 uma mulher pqp,1
bom dia USER e isso aí bote moral no cabaré esse USER e folgado esse Mariano também e outro bunda mole se acha mete bronca USER,1
"Tem que desenhar pra você entender? E outra, USER acha que é só beleza que a mulher tem que ter pro cara se interessar (Ele mesmo fala sobre isso quando fala dela)? Você não sabe separar as coisas, ele está falando da personagem da Saga e não da USER USER. A atriz faz uma personagem idiota, agora a propria USER, não a conhecemos... E é claro que se atriz quisesse ficar com o cara, ele ficaria. Como muitas, quando não tem agradam, vc USER o cara de gay por não ter nada a dizer.",1
na moral nao participa de follow trick se vc ta la so pra ganhar seguidor e n seguir nenhuma contakkkkkkkkk eh feio,1
"Deberás lo que es ser una desvergonzada, si va hablar de violencia debería de hablar sobre su dirigente de Vamos que es un violentdor de una mujer. Deje de ser tan hipocrita que esta injusta es de ustedes, porque han sido tapaderas de ladrones corruptos, de sus mismos partidos URL",1
nossa como eu odeio arthur aguiar!!!!!!!!!!!! VOLTA JADOCA,1
"Fica uma dica: Só postem entrevistas após revisão, seu otários! Kkkkk",1
"USER USER USER Horrível KKKKKKKKKKKKK. Vc é burro, isso sim. TODOS os jogos que precisou dele debaixo da trave ele defendeu muito, novamente, só entrega com os pés. Mas o burrinho deve preferir o Diego Alves, ele não entrega nada né?",1
O mundo está chato. Tem gente xingando o Monark na jnternet que nem sabe oque é nazismo. O cara é um muleke batendo papo sobre todo assunto dos mais variáveis. Acha mesmo que ele tem que manjar de tudo?! Faz outro podcast e será sucesso também. Tô contigo!,1
ta mais ninguem ti perguntou nada eu não pedi sua opinião,1
"USER ... e pelo jeito, USER não deixa nem os canalhas corruptos para trás. Quem é mesmo que dizia que o USER queria voltar à cena do crime? Bando de vagabundos! Teatro das tesouras! URL",1
Nossa senhora eu que já fui chapeiro a 5 anos ainda quero entender que porra isso tem a ver com hambúrguer kkkkkkkkkk eu amava burguer king mais depois dessa vou querer conhecer o bobs.,1
"Estar en una fiesta, y qué tu amor te envie mensajitos lindo, marica te amo mi amor",1
Se amar é importante mas cagar pra saúde é idiotice desculpa mas sou sincera,1
brilhante mais uma USER USER!,0
Vc fez tanto pouco caso disso mano q otário,1
"eu tô com tanto nojo das falas desse morador de rua referente ao ocorrido.... a mulher teve um surto psicótico, está internada e as pessoas tirando sarro da situação, nojo desse país.",1
"USER USER USER Es un ser soberbio, mezquino, egoísta, despectivo, mentiroso, cizañoso, arrogante, prepotente, indiferente, rencoroso, resentido, petulante, narcisista, egocéntrico, que se beneficia del odio y la división, descalificando a todo aquel que se atreva a no pensar como el quiere.",1
USER USER Os seus políticos de estimação te roubou a vida todo.,1
n quero tretar,0
USER USER E quem acredita nesse verme? HASHTAG,1
"Sabe o que é mais irônico? É exigir respeito e ao mesmo tempo desrespeitar a religião alheia, ironizar a crença das pessoas não vai te fazer um ser humano melhor! Acho ridículas essas generalizações, eu sou evangélica e jamais desrespeitei uma pessoa por ela ser gay/lésbica, penso que todos são dignos de amor e se eu tivesse um filho(a) gay jamais abandonaria ou deixaria de amá-lo. A partir do momento que o teu argumento torna-se ofensa, ele não vale de nada...é apenas mais um no meio de milhões de opiniões sem fundamentos, e disso o mundo está saturado!",1
A bixa quer afrontar pingando o jogo inteiro no quarteto! Feia,1
Merece bala,1
"Carai, tô cagando de medo",1
Pensa numa mulher ridícula em todos os sentidos USER todinho,1
Só um pouquinho sem noção,1
